Index,movie_title,genres,title_year,imdb_score,num_critic_for_reviews,duration,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,movie_facebook_likes,color,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,director_name,director_facebook_likes
2863,Red_River,Action|Adventure|Romance|Western,1948,7.8,91,126,N\A,21316,2269,0,cattle|cattle_drive|cowboy|kansas|texas,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1,162,English,USA,Approved,3000000,1.37,0,_Black_and_White,Montgomery_Clift,862,Walter_Brennan,376,Harry_Carey_Jr.,281,Howard_Hawks,393
2864,Red_Sky,Action|Thriller,2014,4.1,7,100,N\A,1084,2204,0,exploding_airplane|fighter_pilot|hands_tied|held_at_gunpoint|military,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1,11,English,USA,PG-13,25000000,N\A,437,N\A,Martin_Kove,668,Mario_Van_Peebles,535,Jacob_Vargas,399,Mario_Van_Peebles,535
2865,Red_Sonja,Action|Adventure|Fantasy,1985,5,59,89,N\A,30215,1243,1,cult_film|psychotronic|sword_and_sorcery|talisman|warrior,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,95,English,Netherlands,PG-13,17900000,2.35,0,Color,Ernie_Reyes_Jr.,444,Brigitte_Nielsen,312,Sandahl_Bergman,183,Richard_Fleischer,130
2866,Red_State,Action|Crime|Horror|Thriller,2011,6.2,270,88,N\A,53342,4777,0,atf_agent|ball_gag|cult_leader|pastor|pretending_to_be_dead,http://www.imdb.com/title/tt0873886/?ref_=fn_tt_tt_1,287,English,USA,R,4000000,1.85,16000,Color,Anna_Gunn,1000,Michael_Angarano,947,Stephen_Root,939,Kevin_Smith,0
2867,Red_Tails,Action|Adventure|Drama|History|War,2012,5.9,144,125,49875589,28807,4416,0,african_american|battle|italy|tuskegee_airmen|world_war_two,http://www.imdb.com/title/tt0485985/?ref_=fn_tt_tt_1,273,English,USA,PG-13,58000000,2.35,0,Color,David_Oyelowo,1000,Nate_Parker,664,Tristan_Mack_Wilds,519,Anthony_Hemingway,143
2868,Redacted,Crime|Thriller|War,2007,6.2,133,90,65087,8824,408,0,blood_splatter|iraq|murder|rape|soldier,http://www.imdb.com/title/tt0937237/?ref_=fn_tt_tt_1,108,English,USA,R,5000000,1.85,559,Color,Mike_Figueroa,343,Daniel_Stewart_Sherman,29,Kel_O'Neill,15,Brian_De_Palma,0
2869,Redbelt,Drama|Sport,2008,6.8,158,99,2344847,18561,2158,0,bar|debt|fight|instructor|jujitsu,http://www.imdb.com/title/tt1012804/?ref_=fn_tt_tt_1,119,English,USA,R,7000000,2.35,0,Color,Alice_Braga,1000,Randy_Couture,518,Jose_Pablo_Cantillo,501,David_Mamet,342
2870,Redemption_Road,Drama,2010,5.9,12,95,27012,440,3586,4,death_of_loved_one|loss_of_father|loss_of_loved_one|musician|singer,http://www.imdb.com/title/tt1470020/?ref_=fn_tt_tt_1,9,English,USA,PG-13,N\A,2.35,279,Color,Tom_Skerritt,1000,Cinda_McCain,646,Luke_Perry,608,Mario_Van_Peebles,535
2871,Reds,Biography|Drama|History|Romance,1981,7.5,57,195,N\A,16255,2291,0,cold_war|cold_war_era|interview|russia|written_and_directed_by_cast_member,http://www.imdb.com/title/tt0082979/?ref_=fn_tt_tt_1,127,English,USA,PG,35000000,1.85,0,Color,Paul_Sorvino,635,Warren_Beatty,631,M._Emmet_Walsh,521,Warren_Beatty,631
2872,Regression,Crime|Drama|Mystery|Thriller,2015,5.7,140,106,54734,20821,10982,1,inspired_by_true_events|memory|minnesota|police|year_1990,http://www.imdb.com/title/tt3319920/?ref_=fn_tt_tt_1,62,English,Spain,R,N\A,2.35,0,Color,Emma_Watson,9000,Aaron_Ashmore,750,Julian_Richings,648,Alejandro_Amenábar,448
2873,Reign_of_Assassins,Action,2010,6.9,50,117,N\A,6069,243,2,martial_arts|sword_fight|wuxia,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,34,Mandarin,China,R,12000000,2.35,1000,Color,Woo-sung_Jung,149,Shawn_Yue,32,Kelly_Lin,21,Chao-Bin_Su,2
2874,Reign_of_Fire,Action|Adventure|Fantasy|Sci-Fi|Thriller,2002,6.2,138,101,43060566,107859,53024,0,castle|dragon|fire_breathing_dragon|militia|survival,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,569,English,USA,PG-13,60000000,2.35,0,Color,Christian_Bale,23000,Gerard_Butler,18000,Matthew_McConaughey,11000,Rob_Bowman,38
2875,Reign_Over_Me,Drama,2007,7.5,154,124,19661987,83786,17050,2,college|depression|grief|mental_breakdown|post_september_11_2001,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231,English,USA,R,20000000,2.35,0,Color,Adam_Sandler,11000,Don_Cheadle,3000,John_de_Lancie,905,Mike_Binder,57
2876,Reindeer_Games,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,2000,5.7,126,124,23360779,31113,10838,0,casino|christmas|christmas_season|girlfriend|release_from_prison,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,212,English,USA,R,34000000,2.35,852,Color,Charlize_Theron,9000,James_Frain,1000,Clarence_Williams_III,475,John_Frankenheimer,287
2877,Re-Kill,Action|Horror,2015,5.1,18,88,N\A,1763,1702,0,after_dark|after_dark_horrorfest|fictional_tv_news_show|outbreak,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1,26,English,USA,R,9500000,1.78,898,Color,Daniella_Alonso,557,Roger_Cross,290,Jesse_Garcia,200,Valeri_Milev,6
2878,Religulous,Comedy|Documentary|War,2008,7.7,197,101,12995673,52286,338,1,catholic|christian|jew|muslim|religion,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,345,English,USA,R,2500000,1.78,24000,Color,Bill_Maher,334,Tal_Bachman,4,Steve_Burg,0,Larry_Charles,119
2879,Remember_Me,Drama|Romance,2010,7.2,158,113,19057024,113963,22088,0,binge_drinking|new_york|new_york_city|september_11_2001|suicide,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1,361,English,USA,PG-13,16000000,1.85,24000,Color,Robert_Pattinson,21000,Lena_Olin,541,Ruby_Jerins,238,Allen_Coulter,47
2880,"Remember_Me,_My_Love",Comedy|Drama|Romance,2003,6.5,36,125,223878,3548,132,1,box_office_hit|dancer|sex_scene|television|underage_sex,http://www.imdb.com/title/tt0323807/?ref_=fn_tt_tt_1,21,Italian,Italy,R,5000000,2.35,282,Color,Laura_Morante,60,Silvio_Muccino,29,Giulia_Michelini,11,Gabriele_Muccino,125
2881,Remember_the_Titans,Biography|Drama|Sport,2000,7.8,157,120,115648585,160776,54877,1,american_football|based_on_true_story|head_coach|high_school|school,http://www.imdb.com/title/tt0210945/?ref_=fn_tt_tt_1,402,English,USA,PG,30000000,2.35,0,Color,Ryan_Gosling,33000,Denzel_Washington,18000,Ethan_Suplee,1000,Boaz_Yakin,132
2882,Renaissance,Action|Animation|Sci-Fi|Thriller,2006,6.7,112,105,63260,14325,1185,0,future|kidnapping|missing_file|paris_france|year_2054,http://www.imdb.com/title/tt0386741/?ref_=fn_tt_tt_1,90,English,France,R,14000000,2.35,0,Color,Romola_Garai,805,Catherine_McCormack,306,Kevork_Malikyan,69,Christian_Volckman,2
2883,Renaissance_Man,Comedy|Drama,1994,6.1,12,128,24332324,13830,3126,1,army|basic_training|reference_to_shakespeare's_hamlet|teacher|u.s._army,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,61,English,USA,PG-13,40000000,1.85,680,Color,Ed_Begley_Jr.,783,Cliff_Robertson,754,Lillo_Brancato,353,Penny_Marshall,545
2884,Rendition,Drama|Thriller,2007,6.8,131,122,9664316,47203,50950,2,american|bare_chested_male_bondage|cia|detention|interrogation,http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1,197,English,USA,R,27500000,2.35,0,Color,J.K._Simmons,24000,Jake_Gyllenhaal,15000,Meryl_Streep,11000,Gavin_Hood,151
2885,Reno_911!:_Miami,Comedy|Crime,2007,5.9,89,84,20339754,23928,2737,2,beach|police|sex_scene|spring_break|vomiting,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,73,English,USA,R,10000000,1.85,441,Color,Wendi_McLendon-Covey,655,Thomas_Lennon,651,Carlos_Alazraqui,307,Robert_Ben_Garant,134
2886,Rent,Drama|Musical|Romance,2005,7,146,135,29077547,41685,5917,1,aids|hiv_positive|lawyer|new_york_city|roommate,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,754,English,USA,PG-13,40000000,2.35,3000,Color,Rosario_Dawson,3000,David_Fine,1000,Jesse_L._Martin,715,Chris_Columbus,0
2887,Repo!_The_Genetic_Opera,Horror|Musical|Sci-Fi,2008,6.7,147,150,140244,20419,4168,1,future|murder|opera|repossession|surgery,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,259,English,USA,R,8500000,1.85,8000,Color,Alexa_PenaVega,2000,Paris_Hilton,716,Paul_Sorvino,636,Darren_Lynn_Bousman,163
2888,Repo_Man,Comedy|Crime|Sci-Fi|Thriller,1984,6.9,131,92,N\A,25332,1652,3,punk|punk_rocker|repossession|televangelist|ufo,http://www.imdb.com/title/tt0087995/?ref_=fn_tt_tt_1,148,English,USA,R,1500000,1.85,0,Color,Del_Zamora,752,Tracey_Walter,324,Miguel_Sandoval,166,Alex_Cox,92
2889,Repo_Men,Action|Crime|Sci-Fi|Thriller,2010,6.3,197,119,13763130,87768,2925,0,artificial_organ|best_friend|enforcer|future|near_future,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,187,English,USA,R,32000000,2.35,12000,Color,Alice_Braga,1000,RZA,561,Yvette_Nicole_Brown,447,Miguel_Sapochnik,238
2890,Requiem_for_a_Dream,Drama,2000,8.4,234,102,3609278,573541,2235,0,addiction|diet_pill|drug_addiction|fast_motion_scene|heroin,http://www.imdb.com/title/tt0180093/?ref_=fn_tt_tt_1,1916,English,USA,R,4500000,1.37,38000,Color,Ellen_Burstyn,1000,Mark_Margolis,1000,Louise_Lasser,167,Darren_Aronofsky,0
2891,Rescue_Dawn,Adventure|Biography|Drama|War,2006,7.3,198,120,5484375,84641,24270,0,bombing|guard|jungle|laos|prisoner,http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1,205,English,USA,PG-13,10000000,1.85,0,Color,Christian_Bale,23000,Toby_Huss,342,François_Chau,294,Werner_Herzog,0
2892,Reservoir_Dogs,Crime|Drama|Thriller,1992,8.4,173,99,2812029,664719,28994,0,gang|heist|heist_gone_wrong|nonlinear_timeline|robbery,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,931,English,USA,R,1200000,2.35,19000,Color,Quentin_Tarantino,16000,Steve_Buscemi,12000,Chris_Penn,455,Quentin_Tarantino,16000
2893,Resident_Evil,Action|Horror|Sci-Fi,2002,6.7,226,100,39532308,198701,17902,0,amnesia|quarantine|special_forces|virus|zombie,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,1138,English,UK,R,33000000,1.85,0,Color,Milla_Jovovich,14000,Jaymes_Butler,2000,Colin_Salmon,766,Paul_W.S._Anderson,545
2894,Resident_Evil:_Afterlife,Action|Adventure|Horror|Sci-Fi,2010,5.9,253,97,60128566,131447,16098,1,alaska|female_gunfighter|mutation|ship|siege,http://www.imdb.com/title/tt1220634/?ref_=fn_tt_tt_1,410,English,Germany,R,60000000,2.35,19000,Color,Milla_Jovovich,14000,Boris_Kodjoe,1000,Shawn_Roberts,529,Paul_W.S._Anderson,545
2895,Resident_Evil:_Apocalypse,Action|Horror|Sci-Fi|Thriller,2004,6.2,191,98,50740078,151580,16791,1,cover_up|monster|strong_female_character|strong_female_lead|zombie_apocalypse,http://www.imdb.com/title/tt0318627/?ref_=fn_tt_tt_1,672,English,Germany,R,45000000,2.35,0,Color,Milla_Jovovich,14000,Thomas_Kretschmann,919,Mike_Epps,706,Alexander_Witt,38
2896,Resident_Evil:_Extinction,Action|Horror|Sci-Fi|Thriller,2007,6.3,216,94,50648679,149549,16225,1,clone|convoy|crow|desert|satellite,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,348,English,France,R,45000000,2.35,0,Color,Milla_Jovovich,14000,Mike_Epps,706,James_Tumminia,443,Russell_Mulcahy,85
2897,Resident_Evil:_Retribution,Action|Horror|Sci-Fi|Thriller,2012,5.4,239,96,42345531,104831,17913,0,corporation|fight|rescue|umbrella|zombie,http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1,423,English,Germany,R,65000000,2.35,32000,Color,Milla_Jovovich,14000,Boris_Kodjoe,1000,Bingbing_Li,974,Paul_W.S._Anderson,545
2898,Restless,Drama|Romance,2012,7.2,17,180,N\A,2098,6343,2,espionage|motel|mother_son_relationship|murder_disguised_as_suicide|shot_in_the_head,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1,12,English,UK,N\A,N\A,16,434,Color,Rufus_Sewell,3000,Hayley_Atwell,2000,Charlotte_Rampling,844,Edward_Hall,0
2899,Restoration,Horror,2016,4,15,92,N\A,436,1498,0,N\A,http://www.imdb.com/title/tt4517738/?ref_=fn_tt_tt_1,6,English,USA,N\A,N\A,N\A,378,Color,Zack_Ward,662,Anna_Harr,290,James_Cullen_Bressack,161,Zack_Ward,662
2900,Resurrecting_the_Champ,Drama|Sport,2007,6.8,104,112,3169424,18442,2417,1,boxing|colosseum|homeless_man|reporter|writer,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,59,English,USA,PG-13,13000000,2.35,689,Color,Harry_Lennix,748,Kathryn_Morris,573,Peter_Coyote,548,Rod_Lurie,37
2901,Return_of_the_Living_Dead_III,Horror|Romance|Sci-Fi,1993,5.9,46,97,N\A,10182,1362,1,female_nudity|living_dead|self_mutilation|sequel|zombie,http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1,130,English,USA,R,2000000,1.85,810,Color,Melinda_Clarke,787,Kent_McCord,196,Sarah_Douglas,163,Brian_Yuzna,97
2902,Return_to_Me,Comedy|Drama|Romance,2000,6.9,106,115,32662299,16469,3946,1,heart|italian_restaurant|restaurant|transplant|waitress,http://www.imdb.com/title/tt0122459/?ref_=fn_tt_tt_1,275,English,USA,PG,24000000,1.85,0,Color,Minnie_Driver,893,Jim_Belushi,854,Bonnie_Hunt,597,Bonnie_Hunt,597
2903,Return_to_Never_Land,Adventure|Animation|Family|Fantasy,2002,5.8,80,72,48423368,13324,3402,1,1940s|gang_that_lives_together|outlaw_gang|rescue|sequel,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79,English,USA,G,20000000,1.66,302,Color,Roger_Rees,1000,Rob_Paulsen,677,Spencer_Breslin,434,Robin_Budd,2
2904,Return_to_Oz,Adventure|Family|Fantasy|Horror|Mystery,1985,6.7,56,109,N\A,19568,960,0,chicken|delusional_depression|doctor|king|mysterious_girl,http://www.imdb.com/title/tt0089908/?ref_=fn_tt_tt_1,208,English,UK,PG,25000000,1.85,0,Color,Piper_Laurie,303,Jean_Marsh,146,Tim_Rose,137,Walter_Murch,181
2905,Return_to_the_Blue_Lagoon,Adventure|Drama|Romance,1991,5.1,14,102,2807854,14129,14281,1,baby|desert_island|island|sequel|teenage_girl,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,English,USA,PG-13,11000000,1.85,967,Color,Milla_Jovovich,14000,Wayne_Pygram,163,Lisa_Pelikan,40,William_A._Graham,8
2906,Revolution,Action|Adventure|Drama|Sci-Fi,N\A,6.7,23,43,N\A,72017,5052,6,2020s|near_future|one_word_series_title|post_apocalypse|year_2027,http://www.imdb.com/title/tt2070791/?ref_=fn_tt_tt_1,323,English,USA,TV-14,N\A,16,17000,Color,Billy_Burke,2000,Tracy_Spiridakos,821,David_Lyons,576,N\A,N\A
2907,Revolutionary_Road,Drama|Romance,2008,7.3,323,119,22877808,152591,53895,0,based_on_novel|children|connecticut|suburb|work,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,414,English,USA,R,35000000,2.35,0,Color,Leonardo_DiCaprio,29000,Kate_Winslet,14000,Joe_Komara,10000,Sam_Mendes,0
2908,Ri¢hie_Ri¢h,Comedy|Family,1994,5.2,19,95,38087756,49612,4634,1,attempted_murder|based_on_comic_book|escape_from_prison|lost_at_sea|wealth,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,39,English,USA,PG,40000000,1.85,0,Color,Macaulay_Culkin,3000,John_Larroquette,450,Jonathan_Hyde,287,Donald_Petrie,80
2909,Richard_III,Drama|War,1995,7.5,56,104,2600000,11612,23962,3,1930s|abuse_of_power|england|king|murder,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1,88,English,UK,R,6000000,2.35,0,Color,Robert_Downey_Jr.,21000,Jim_Broadbent,1000,Kristin_Scott_Thomas,1000,Richard_Loncraine,12
2910,Riddick,Action|Sci-Fi|Thriller,2013,6.4,302,127,41997790,125305,17551,0,alien|left_for_dead|mercenary|survival|vomiting,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343,English,USA,R,38000000,2.35,39000,Color,Vin_Diesel,14000,Nolan_Gerard_Funk,924,Bokeem_Woodbine,904,David_Twohy,123
2911,Ride_Along,Action|Comedy|Crime|Romance,2014,6.2,146,99,134141530,75903,2394,1,gunfight|outrunning_explosion|police|security_guard|street_shootout,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,English,USA,PG-13,25000000,2.35,0,Color,Bruce_McGill,655,Tika_Sumpter,521,Bryan_Callen,460,Tim_Story,167
2912,Ride_Along_2,Action|Comedy,2016,5.9,119,102,90835030,28621,5178,0,computer_hacker|crime_boss|detective|drugs|wedding,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,58,English,USA,PG-13,40000000,2.35,0,Color,Olivia_Munn,2000,Nadine_Velazquez,874,Bruce_McGill,655,Tim_Story,167
2913,Ride_with_the_Devil,Drama|Romance|War|Western,1999,6.8,95,148,630779,11101,5,0,bushwhacker|friend|honor|kansas|raid,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,159,English,USA,R,35000000,2.35,633,Color,Jeremy_W._Auman,3,Jeffrey_Dover,2,Tobey_Maguire,0,Ang_Lee,0
2914,Riding_Giants,Documentary|History|Sport,2004,7.9,74,105,2276368,3849,179,1,beach|surfing|surfing_contest|two_word_title|wave,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1,37,English,USA,PG-13,N\A,N\A,0,Color,Gerry_Lopez,52,Gabrielle_Reece,52,Laird_John_Hamilton,28,Stacy_Peralta,147
2915,Riding_in_Cars_with_Boys,Biography|Comedy|Drama,2001,6.4,89,132,29781453,22447,4796,1,boy|college|heroin|working_class|writer,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,210,English,USA,PG-13,48000000,1.85,0,Color,Rosie_Perez,919,Adam_Garcia,811,Alissa_Dean,807,Penny_Marshall,545
2916,Righteous_Kill,Action|Crime|Drama|Mystery|Thriller,2008,6,198,101,40076438,73368,38809,2,blood_splatter|execution|new_york_city|nypd|serial_killer,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,248,English,USA,R,60000000,2.35,0,Color,Robert_De_Niro,22000,Al_Pacino,14000,50_Cent,1000,Jon_Avnet,50
2917,Rio,Adventure|Animation|Comedy|Family|Musical,2011,7,240,96,143618384,165333,12071,0,bird|brazilian|cockatoo|macaw|minnesota,http://www.imdb.com/title/tt1436562/?ref_=fn_tt_tt_1,186,English,USA,G,90000000,2.35,19000,Color,Anne_Hathaway,11000,Wanda_Sykes,560,Will.i.am,350,Carlos_Saldanha,107
2918,Rio_2,Adventure|Animation|Comedy|Family|Musical,2014,6.4,159,101,131536019,58498,1031,0,amazon|bird|father_in_law|jungle|no_opening_credits,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,99,English,USA,G,103000000,2.35,0,Color,Miguel_Ferrer,688,Rachel_Crow,237,Jeffrey_Garcia,56,Carlos_Saldanha,107
2919,Ripley's_Game,Crime|Drama|Mystery|Thriller,2002,6.7,56,110,N\A,14618,1831,0,art_forgery|concert|dying|picture_framer|villa,http://www.imdb.com/title/tt0265651/?ref_=fn_tt_tt_1,108,English,Italy,R,30000000,1.85,447,Color,Ray_Winstone,1000,Dougray_Scott,794,Chiara_Caselli,24,Liliana_Cavani,59
2920,Rise_of_the_Entrepreneur:_The_Search_for_a_Better_Way,Documentary,2014,8.2,N\A,52,N\A,78,10,0,business|entrepreneur|network_marketing,http://www.imdb.com/title/tt4273494/?ref_=fn_tt_tt_1,10,English,USA,G,450000,N\A,460,Color,Bob_Proctor,8,Jack_Canfield,2,Eric_Worre,0,Joe_Kenemore,0
2921,Rise_of_the_Guardians,Adventure|Animation|Family|Fantasy,2012,7.3,256,97,103400692,123553,20645,0,belief|box_office_hit|children|new_york_city|tooth,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174,English,USA,PG,145000000,1.85,25000,Color,Hugh_Jackman,20000,Kamil_McFadden,315,Khamani_Griffin,161,Peter_Ramsey,52
2922,Rise_of_the_Planet_of_the_Apes,Action|Drama|Sci-Fi|Thriller,2011,7.6,529,105,176740650,403836,13118,0,alzheimer's_disease|ape|chimpanzee|fire|when_animals_attack,http://www.imdb.com/title/tt1318514/?ref_=fn_tt_tt_1,646,English,USA,PG-13,93000000,2.35,47000,Color,James_Franco,11000,David_Oyelowo,1000,Tyler_Labine,779,Rupert_Wyatt,81
2923,Risen,Action|Adventure|Drama|Mystery,2016,6.3,122,107,36874745,12276,389,2,biblical|crucifixion|judea|resurrection|roman_soldier,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117,English,USA,PG-13,20000000,2.35,21000,Color,Peter_Firth,141,Jan_Cornet,76,María_Botto,47,Kevin_Reynolds,58
2924,River's_Edge,Crime|Drama,1986,7.1,45,99,4600000,11763,19649,2,death|friend|high_school|murder|police,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,111,English,USA,R,1900000,1.85,0,_Black_and_White,Keanu_Reeves,18000,Daniel_Roebuck,1000,Ione_Skye,223,Tim_Hunter,28
2925,Rize,Documentary|Music,2005,7.1,49,86,3278611,2877,321,0,clown|clowning|dance|gang|south_central_los_angeles,http://www.imdb.com/title/tt0436724/?ref_=fn_tt_tt_1,46,English,USA,PG-13,N\A,1.33,903,Color,Kevin_Scott_Richardson,262,Christopher_Toler,23,Tommy_the_Clown,14,David_LaChapelle,30
2926,Road_Hard,Comedy,2015,6.1,14,98,105943,1351,2628,0,girl_in_panties|panties|red_panties|stand_up_comedy,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,11,English,USA,N\A,1500000,N\A,212,Color,Jay_Mohr,563,Jim_O'Heir,485,David_Alan_Grier,360,Adam_Carolla,102
2927,Road_House,Action|Thriller,1989,6.5,83,114,30050028,42987,2484,1,bikini|cult_film|fired_from_the_job|martial_arts|violence,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,201,English,USA,R,17000000,2.35,0,Color,Ben_Gazzara,623,Kevin_Tighe,472,Kelly_Lynch,466,Rowdy_Herrington,9
2928,Road_to_Perdition,Crime|Drama|Thriller,2002,7.7,226,117,104054514,200359,16828,0,1930s|blood|gun|on_the_run|revenge,http://www.imdb.com/title/tt0257044/?ref_=fn_tt_tt_1,1009,English,USA,R,80000000,2.35,0,Color,Tom_Hanks,15000,Jennifer_Jason_Leigh,1000,Liam_Aiken,818,Sam_Mendes,0
2929,Road_Trip,Comedy,2000,6.5,103,94,68525609,132963,3889,5,blonde|college|friend|highway_travel|road_trip,http://www.imdb.com/title/tt0215129/?ref_=fn_tt_tt_1,302,English,USA,R,15600000,1.85,0,Color,Ethan_Suplee,1000,Rachel_Blanchard,490,Paulo_Costanzo,486,Todd_Phillips,480
2930,Roadside,Drama|Horror|Mystery|Thriller,2013,4.1,15,81,N\A,268,1151,0,dog|gun|hostage|husband_wife_relationship|jealousy,http://www.imdb.com/title/tt1958007/?ref_=fn_tt_tt_1,6,English,USA,N\A,N\A,16,61,Color,Jack_E._Curenton,847,Ace_Marrero,94,Alan_Pietruszewski,93,Eric_England,15
2931,Roadside_Romeo,Animation|Comedy|Family|Romance,2008,5.3,6,93,55202,922,653,0,india|love|love_at_first_sight|mumbai_india|reference_to_edward_scissorhands,http://www.imdb.com/title/tt1050739/?ref_=fn_tt_tt_1,17,Hindi,India,PG,N\A,2.35,39,Color,Saif_Ali_Khan,532,Sanjay_Mishra,85,Javed_Jaffrey,24,Jugal_Hansraj,32
2932,Roar,Adventure|Horror|Thriller,1981,6.4,50,102,2000000,1275,1262,0,chase|dead_man|jungle|killing_a_lion|killing_a_tiger,http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1,27,English,USA,PG,17000000,2.35,0,Color,Tippi_Hedren,634,Melanie_Griffith,537,Zakes_Mokae,60,Noel_Marshall,4
2933,Rob_Roy,Adventure|Biography,1995,6.9,44,139,31600000,34427,16125,1,18th_century|highlands|scotland|sexual_cruelty|sword_fight,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,126,English,USA,R,28000000,2.35,0,Color,Liam_Neeson,14000,Jason_Flemyng,1000,Eric_Stoltz,902,Michael_Caton-Jones,105
2934,Robin_and_Marian,Adventure|Drama|Romance,1976,6.6,27,106,N\A,8930,1199,10,crusades|friar|robin_hood|sheriff|sheriff_of_nottingham,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,90,English,USA,PG,5000000,1.85,672,Color,Robert_Shaw,559,Denholm_Elliott,249,Nicol_Williamson,136,Richard_Lester,44
2935,Robin_Hood,Action|Adventure|Drama|History,2010,6.7,343,156,105219735,211765,3244,0,1190s|archer|england|king_of_england|robin_hood,http://www.imdb.com/title/tt0955308/?ref_=fn_tt_tt_1,546,English,USA,PG-13,200000000,2.35,17000,Color,Mark_Addy,891,William_Hurt,882,Scott_Grimes,738,Ridley_Scott,0
2936,Robin_Hood:_Prince_of_Thieves,Action|Adventure|Drama|Romance,1991,6.9,67,155,165500000,145257,38518,0,balladeer|crusades|england|king|modern_minstrel,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,322,English,USA,PG-13,48000000,1.85,0,Color,Alan_Rickman,25000,Morgan_Freeman,11000,Michael_Wincott,720,Kevin_Reynolds,58
2937,RoboCop,Action|Crime|Sci-Fi|Thriller,2014,6.2,492,117,58607007,182899,14161,0,law_enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,USA,PG-13,100000000,2.35,60000,Color,Gary_Oldman,10000,Abbie_Cornish,2000,Jennifer_Ehle,1000,José_Padilha,294
2938,RoboCop,Action|Crime|Sci-Fi|Thriller,2014,6.2,492,117,58607007,182910,14160,0,law_enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,USA,PG-13,100000000,2.35,60000,Color,Gary_Oldman,10000,Abbie_Cornish,2000,Jennifer_Ehle,1000,José_Padilha,294
2939,RoboCop_3,Action|Crime|Sci-Fi|Thriller,1993,3.9,75,104,10696210,35018,3148,0,android|corporation|ninja|police|robocop,http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1,180,English,USA,PG-13,23500000,1.85,716,Color,CCH_Pounder,1000,Rip_Torn,826,Mako,691,Fred_Dekker,87
